Indicator Name,Year,Angola,Arab World,Antigua and Barbuda,Bangladesh,Bahrain,Canada,Switzerland,China,Cote d'Ivoire,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Costa Rica,Cuba,Curacao,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan
CO2 emissions (kg per 2015 US$ of GDP),2004,0.427417839,0.665910608,0.317550208,0.304129668,0.963451084,0.418872317,0.082014796,1.288494324,0.192134754,0.103328587,0.481215452,0.316020161,0.217886989,0.167558071,0.483255761,,0.430873299,0.862764078,0.2840219,,0.317326252,0.1957243,0.447343885,1.159072649,0.723046995,0.668573754,1.426130425,0.391314469,0.407459733,0.706245518,0.260189347,0.334848497,0.304741007,0.925786133,0.251627811,0.291164409,0.766405529,0.311780534,0.353892196,0.172705931,,0.476137926,0.599336945,0.406622161,0.244607688,,0.303209321,0.279773135,0.283145681,0.665815469,0.41205738,0.274164716,,0.258978206,,0.556911501,0.327579806,,0.542434182,0.234826954,0.442993459,0.145360769,0.516573625,0.945192859,0.905101351,0.475187531,0.650142341,0.724753674,0.324900972,,1.07069624,0.227396531,1.293353356,0.952498856,0.169116826,0.321673551,0.247035388,0.757598418,0.80274046,0.290620636,1.59951081,0.185301721,1.309442686,0.377323393,0.324503857,0.496326754,0.756919378,0.337231874,0.192414203,0.586005223,0.330167387,0.732835794,0.368080954,0.354644666,0.176151781,0.889610185,0.383462029,0.341564489,,0.148858052,0.383544642,0.552407,0.255030358,0.112842297,0.183202487,1.47873152,0.233919419,0.33009076,0.655922241,0.601716809,0.66883191,0.231030692,0.308061956,0.437158433,0.866671535,0.399974793,0.956954211,0.364628893,,,0.310101404,0.177650065,0.365611974,0.327828204,,0.799147728,0.739973708,1.620713564,0.179380497,0.919963672,0.709294144,0.113234314,0.447188677,0.238568006,0.362392162,0.209954725,0.360872797,,,1.851410848,0.596804798,,0.596670492,0.587820388,0.411237414,0.386001635,0.650109841,0.423402117,0.132744904,0.349308947,,0.439472198,1.854063824,,1.146369766,1.307628612,0.475187387,0.770419983,0.647164294,4.211236827
CO2 emissions (kg per 2015 US$ of GDP),2005,0.336605601,0.674306458,0.305791907,0.305888079,1.041616296,0.415412653,0.080819061,1.317626105,0.204523229,0.110857074,0.548072667,0.309867185,0.203300363,0.170105158,0.450905543,,0.417375708,0.796962036,0.275540456,,0.324216041,0.178704835,0.44212082,1.182678397,0.711765421,0.68876994,1.335794541,0.38086965,0.41717888,0.758881425,0.25517719,0.273698183,0.307093101,0.84792142,0.213021298,0.284274494,0.735606925,0.248567009,0.285252347,0.171169375,,0.380893696,0.580572277,0.466740896,0.246819578,,0.304796961,0.300080761,0.276981271,0.579838078,0.418229407,0.254535584,,0.268841606,,0.503402603,0.319542546,,0.471949532,0.233964763,0.431788087,0.144243325,0.491536589,0.945058208,0.904356913,0.463184374,0.613044914,0.687552738,0.334692696,,1.038509655,0.224499148,1.352810206,0.90514606,0.155994718,0.298400233,0.245771571,0.75029749,0.793727755,0.287407296,1.561304611,0.19882583,1.252528962,0.43737031,0.274675892,0.471019949,0.772657661,0.33368988,0.186478826,0.551514281,0.374864539,0.716366888,0.347313056,0.372537843,0.162177439,0.893390946,0.372279416,0.353995617,,0.132488208,0.360322309,0.507139533,0.243820703,0.106983906,0.200924978,1.566973643,0.235952783,0.32211063,0.635013863,0.593382619,0.645387851,0.273430165,0.290352576,0.424775602,0.867725731,0.352677751,0.922997903,0.346321231,,,0.324261955,0.161892877,0.32251884,0.319046604,,0.772764433,0.702125923,1.533696742,0.177510173,0.895576453,0.70635578,0.12744023,0.450661938,0.206959635,0.347459197,0.168670423,0.359760389,,,1.546395328,0.566215211,,0.566070607,0.581676186,0.414199482,0.44742085,0.627444688,0.413545349,0.120601513,0.328504045,,0.401796464,2.154293801,,1.170708843,1.231781527,0.490009071,0.769445807,0.577142074,3.818261553
CO2 emissions (kg per 2015 US$ of GDP),2006,0.316017073,0.669339068,0.286654077,0.314738344,1.063053735,0.398478814,0.077026631,1.291917525,0.192903795,0.108787665,0.562224314,0.290393769,0.231875903,0.165644613,0.409425433,,0.403561265,0.750491949,0.269390425,,0.324185497,0.199148224,0.441317844,1.164840879,0.708130355,0.692804703,1.285313922,0.373340151,0.426570989,0.747611208,0.24569117,0.248140824,0.28764862,0.739498288,0.205720903,0.275350661,0.696701181,0.288768918,0.313768129,0.163095557,,0.376835383,0.536087855,0.472622892,0.285739471,,0.312011201,0.327125026,0.280033462,0.53591091,0.391021718,0.274314795,,0.255020013,,0.430749142,0.3087078,,0.506428638,0.239364297,0.414489876,0.142900316,0.468955459,0.932524895,0.892736681,0.452667273,0.595024998,0.694214559,0.33118375,,1.02762734,0.21664236,1.383804355,0.834932295,0.150009333,0.297994824,0.237790805,0.832426422,0.745314181,0.278284274,1.544430142,0.209424237,1.227492708,0.483610439,0.275180508,0.453836364,0.744632133,0.327576713,0.224323797,0.510246852,0.357009032,0.671706367,0.295815063,0.396321997,0.156278299,0.879882499,0.355976413,0.326133836,,0.124294818,0.305489361,0.510361008,0.22973748,0.106837585,0.159483713,1.20850838,0.229755445,0.311119531,0.76145174,0.575108821,0.663037323,0.264877884,0.266156091,0.366886792,0.878946399,0.336240946,0.906443289,0.319654899,,,0.294584356,0.165163434,0.335959776,0.307231444,,0.698363891,0.681323221,1.455159645,0.163285566,0.889857637,0.731092373,0.147029056,0.432873645,0.191249631,0.344180972,0.213942437,0.364875901,,,1.538703449,0.533196537,,0.533051915,0.572909482,0.388551794,0.383317999,0.568642162,0.400340663,0.112127911,0.312582183,,0.374079925,2.158098337,,1.153992518,1.189050655,0.428614959,0.741601316,0.586378306,3.530745443
CO2 emissions (kg per 2015 US$ of GDP),2007,0.284010036,0.666434032,0.276194512,0.311096671,1.004146505,0.41285697,0.07096489,1.228601332,0.18943284,0.110900398,0.523008507,0.279153474,0.149436207,0.177476382,0.394494921,,0.398755572,0.721793427,0.251771396,,0.321896565,0.181321483,0.416059571,1.118248254,0.709582708,0.688802196,1.216284605,0.360151128,0.424490027,0.749854237,0.235279866,0.238621278,0.288125189,0.844437391,0.203655393,0.263748536,0.652716349,0.266371427,0.297683478,0.155512709,,0.43091638,0.459572556,0.502441638,0.295606965,,0.303941819,0.363501395,0.287703694,0.526619657,0.392188566,0.274813118,,0.258343987,,0.48398211,0.304326243,,0.510502073,0.244457603,0.41818734,0.162409837,0.454106057,0.907939928,0.870131287,0.440452135,0.565208883,0.680537924,0.334417919,,1.049963905,0.202852276,1.358634707,0.757168434,0.142570011,0.290942408,0.230649513,0.818612808,0.720525313,0.282247514,1.518419043,0.198074314,1.365145085,0.40387689,0.291868817,0.44288799,0.684708311,0.322274174,0.22009765,0.432450831,0.30407387,0.590084985,0.355000843,0.38517779,0.153383206,0.903218642,0.355384136,0.316408452,,0.132925376,0.261915932,0.501585101,0.22253164,0.105345515,0.158791046,1.222552836,0.216446861,0.307071171,0.786199539,0.566938843,0.697050473,0.236342462,0.268838352,0.364037984,0.841568005,0.339987234,0.844722024,0.293119794,,,0.279534619,0.147395069,0.332243978,0.302774295,,0.673887943,0.619194421,1.343833752,0.137602731,0.912102489,0.758885104,0.150583866,0.468795927,0.180682926,0.34269026,0.168816394,0.377726171,,,1.403468109,0.515954743,,0.515806595,0.564933531,0.375358793,0.336541051,0.503814089,0.373982976,0.104661685,0.309486073,,0.357273583,2.157206584,,1.110553121,1.123423738,0.415502116,0.725935611,0.661649147,3.581215993
CO2 emissions (kg per 2015 US$ of GDP),2008,0.290240174,0.682366645,0.282098829,0.321166515,1.017492098,0.393679285,0.071279846,1.153542043,0.206889231,0.107799206,0.516858017,0.272941517,0.146694605,0.167504106,0.366159519,,0.393228399,0.670629632,0.251250829,,0.30361285,0.171049754,0.402232141,1.059708961,0.711849321,0.671675373,1.182738648,0.353834057,0.412824122,0.724728794,0.229296106,0.230080532,0.261106469,0.78724881,0.199981896,0.256119346,0.639768049,0.230024663,0.225365488,0.153048884,,0.381309989,0.507181389,0.421889326,0.256298681,,0.296938547,0.35774119,0.271133735,0.411002068,0.378778583,0.28384802,,0.22658994,,0.475189214,0.296573255,,0.492702914,0.243570465,0.389443449,0.156959424,0.442611042,0.882771152,0.846369103,0.429174267,0.550943518,0.635482086,0.327233414,,1.085306791,0.209215097,1.378709123,0.80444161,0.127761052,0.282247082,0.225596288,0.660373229,0.637550369,0.269653998,1.793287183,0.208484339,1.447742164,0.453612815,0.258780678,0.439520244,0.717802337,0.317977274,0.241070722,0.491568775,0.239123004,0.637473756,0.372817999,0.373196683,0.155207794,0.920677793,0.343518682,0.354593542,,0.12954279,0.262889335,0.464961995,0.218693128,0.102376696,0.166395225,0.755224315,0.224992798,0.298111354,0.710319164,0.54532106,0.66151513,0.209769457,0.279030041,0.357401154,0.851230977,0.34265376,0.79760972,0.301683604,,,0.269388729,0.160824602,0.286315469,0.293367437,,0.609963863,0.558743006,1.275130476,0.123786587,0.933306819,0.784934316,0.155278411,0.46911122,0.17801502,0.332374648,0.165267497,0.334980289,,,1.286071498,0.52268366,0.061386768,0.522560254,0.53853029,0.38229124,0.333274669,0.476015545,0.385192055,0.102831776,0.301271578,,0.379180377,2.119031582,,1.051740988,1.085773752,0.416568472,0.719750559,0.570657907,3.164817346
CO2 emissions (kg per 2015 US$ of GDP),2009,0.315678574,0.702432419,0.339517663,0.32904444,0.990481807,0.384070256,0.070856441,1.130518233,0.186015137,0.102733997,0.513727545,0.280484189,0.174841488,0.161856886,0.364058767,,0.391172823,0.670966781,0.247903675,,0.303683323,0.172002242,0.380571131,1.040899798,0.727144033,0.683935004,1.157577452,0.342412162,0.446906992,0.720531194,0.222221339,0.230624022,0.241075974,0.741028031,0.185128464,0.248171063,0.590250538,0.239280349,0.202937553,0.15127338,,0.490246417,0.500277825,0.50895565,0.285983712,,0.316915924,0.380239293,0.275200714,0.42298642,0.373467804,0.30499512,,0.237760183,,0.465346427,0.289165892,,0.474743606,0.251441104,0.392195152,0.145459852,0.427618258,0.879982345,0.841177158,0.404845879,0.501075168,0.631500062,0.32278348,,1.105449895,0.194865644,1.415190833,0.83173004,0.133634014,0.275664898,0.212521386,0.565830461,0.626956156,0.272004303,1.563946136,0.240822865,1.273459145,0.412031364,0.276666456,0.445984415,0.790866546,0.314542655,0.277819371,0.5238271,0.224429245,0.705966922,0.41340655,0.356689433,0.147076806,0.837926957,0.327889968,0.362018086,,0.159946987,0.21538479,0.469212528,0.220513556,0.106006486,0.206371543,0.767837304,0.205495212,0.290477384,0.706356003,0.523840485,0.664342709,0.246971901,0.296749564,0.358319875,0.875762233,0.340367992,0.747806313,0.295125946,,,0.275405263,0.170372436,0.285578423,0.284041788,,0.555363647,0.500195372,1.292326305,0.119634751,0.953699017,0.83601414,0.16536422,0.47286879,0.179676293,0.333417075,0.159635018,0.330580954,,,1.243879458,0.490054925,0.060872431,0.489995806,0.518518666,0.395587449,0.32158634,0.460211627,0.372220459,0.099876442,0.307454854,,0.417404985,1.860391284,,1.035673756,1.052843978,0.710694007,0.69673286,0.434387646,2.636022662
CO2 emissions (kg per 2015 US$ of GDP),2010,0.326067183,0.710619838,0.378311156,0.351640076,0.997291047,0.383771065,0.071049521,1.121895224,0.183312768,0.101706985,0.523797145,0.274739243,0.201356208,0.151637508,0.370456992,,0.364986076,0.660347715,0.250348514,,0.317676224,0.169516691,0.369567768,1.036972351,0.716224104,0.690679861,1.151251191,0.346068257,0.466168963,0.694456149,0.223174859,0.242613565,0.228997123,0.952613423,0.162941716,0.249328937,0.596137958,0.267610802,0.289564275,0.15013159,,0.331369336,0.516900412,0.453281138,0.295254989,,0.356269467,0.321487791,0.270247296,0.463032175,0.365245161,0.319647068,,0.223184675,,0.483130301,0.292785076,,0.449384718,0.25578226,0.380461002,0.190312321,0.423431125,0.877476957,0.8392481,0.403009237,0.49922962,0.631672571,0.321115356,,1.080789925,0.190527853,1.334858146,0.900710156,0.127816974,0.27989915,0.213264647,0.544413921,0.598888152,0.274298906,1.567296664,0.240801035,1.214858907,0.386122558,0.277270677,0.456085338,0.842107281,0.315365277,0.29025119,0.462136604,0.289157009,0.709780782,0.418805823,0.365539445,0.13068358,0.859075255,0.333286707,0.353166614,,0.186462861,0.233390609,0.461530718,0.231993564,0.112699485,0.23533022,0.824854926,0.201742381,0.293584868,0.749907355,0.522315062,0.631526969,0.246573546,0.299393473,0.358311434,0.917439407,0.308574926,0.766759772,0.312141974,,,0.244918307,0.169317611,0.3174075,0.287375241,,0.520830352,0.5005241,1.293574532,0.116908954,0.937092082,0.873443507,0.168853312,0.482059392,0.171367319,0.312387018,0.161956842,0.317084336,,,1.240887463,0.495174674,0.058712042,0.495094522,0.523114036,0.406426867,0.368785767,0.450619406,0.373631782,0.105783682,0.241338927,,0.395312642,1.780049151,,1.032715205,1.054704128,0.623692086,0.693920882,0.414955873,2.726739384
CO2 emissions (kg per 2015 US$ of GDP),2011,0.329834898,0.701603624,0.377833349,0.355294362,0.979848971,0.380571266,0.063585798,1.121678364,0.186630207,0.108181338,0.508770681,0.279417615,0.172835173,0.151891659,0.353645039,,0.3513318,0.632170835,0.232606834,,0.280735143,0.149807499,0.362378437,1.039591198,0.708918886,0.706869934,1.142917364,0.338968689,0.430339646,0.700994791,0.211547479,0.264488951,0.23199704,0.888214904,0.170972583,0.237511469,0.598669416,0.230064938,0.264289775,0.141460075,,0.364171041,0.48393129,0.517187254,0.269373694,,0.353363531,0.360174867,0.252626403,0.437642712,0.392432353,0.301800578,,0.219812938,,0.478139633,0.282297007,,0.517061338,0.266228498,0.372381338,0.198711157,0.407222451,0.880732488,0.842874646,0.401211896,0.489718123,0.681250857,0.325083897,,1.086825601,0.170877419,1.326596374,0.872146108,0.120966764,0.262531017,0.207280886,0.538702456,0.599080875,0.287630526,1.559387998,0.238275985,1.37894928,0.378735958,0.281431115,0.457664128,0.79255906,0.315482903,0.284146195,0.464987687,0.310607081,0.996019475,0.42320068,0.34903154,0.135689414,0.826228457,0.316399683,0.357745944,,0.187305078,0.233787418,0.458441194,0.211971384,0.108563138,0.254917638,0.705259755,0.192535411,0.283031853,0.830120419,0.513857264,0.620376163,0.240878466,0.303033818,0.347639887,0.851154572,0.313517704,0.722635706,0.315962079,,,0.243913561,0.167982426,0.299852663,0.276789249,,0.516775123,0.518681164,1.302535171,0.113275331,0.943013447,0.818031663,0.169247313,0.512626031,0.170292023,0.301894208,0.200418727,0.3166434,,,1.322656221,0.474316726,0.060067008,0.474196704,0.518217572,0.38059435,0.389910568,0.422602077,0.368647235,0.094959825,0.226501019,,0.332101896,1.630768193,,1.037223498,1.044565406,0.560667369,0.682995594,0.404886509,2.614368095
CO2 emissions (kg per 2015 US$ of GDP),2012,0.30390538,0.712733857,0.376564263,0.36225573,0.986625231,0.371889961,0.064865107,1.068804701,0.227818146,0.094673184,0.452150609,0.270639054,0.17880739,0.145130535,0.357041124,,0.338338996,0.614830396,0.235873258,,0.311535645,0.132538294,0.365740255,0.993379194,0.713410082,0.689803901,1.085405244,0.334177787,0.407230452,0.716500492,0.21070103,,0.234567002,0.790050325,0.178359107,0.234566195,0.596584552,0.209134108,0.245233707,0.142400558,,0.411848109,0.445846172,0.536259855,0.293773831,,0.314170929,0.346831117,0.259667383,0.3894424,0.400074141,0.326792134,,0.220874027,,0.496131782,0.275181884,,0.52356284,0.27413803,0.34871788,0.17703376,0.38178336,0.860433555,0.823820068,0.386411745,0.452719066,0.650596597,0.327793531,,1.12017263,0.173328793,1.395895288,0.873573487,0.117890347,0.278780797,0.202910102,0.500966425,0.679747757,0.293207389,1.482774701,0.211831287,1.820862792,0.383496161,0.274182106,0.448297272,0.761380334,0.319243498,0.28282072,0.502496015,0.320158798,0.749022274,0.437104762,0.345211164,0.133634871,0.795019035,0.297548993,0.361494686,,0.228288129,0.225099368,0.4232339,0.212431761,0.104875746,0.28095226,0.563740136,0.199547711,0.275229252,0.861076477,0.513854836,0.60836274,0.229686327,0.283695875,0.3394744,0.874166647,0.283730773,0.695045805,0.322068552,,,0.245828827,0.167863944,0.290988398,0.268501977,,0.543185625,0.495530552,1.234956502,0.115322529,0.966477701,0.823942892,0.202256632,0.48529181,0.159145385,0.294363425,0.202332052,0.307628551,,,1.190319372,0.47935297,0.123350828,0.479230089,0.513766721,0.435824404,0.474758804,0.395464377,0.364721456,0.090245437,0.212635501,,0.33431293,1.732230746,,0.991083573,0.995252649,0.467702465,0.683020909,0.442883064,2.413980313
CO2 emissions (kg per 2015 US$ of GDP),2013,0.327054232,0.708100385,0.381259274,0.364766241,0.993748379,0.369712568,0.065243761,1.037374665,0.222439772,0.122218776,0.459797678,0.284924408,0.20548093,0.147910932,0.349658945,,0.327957552,0.589837125,0.239796327,0.265334212,0.322973311,0.137306884,0.342396373,0.963755516,0.692733049,0.677774662,1.023852933,0.32435561,0.41540845,0.697443991,0.20679702,,0.214592622,0.863832455,0.192041478,0.228874924,0.586281371,0.214382306,0.251447549,0.141642195,,0.44728192,0.436234526,0.577307351,0.295508711,,0.264440131,0.320545239,0.252910636,0.414615094,0.371447698,0.363407778,,0.228084491,,0.472615974,0.273060727,,0.494021121,0.272491144,0.342216478,0.186241782,0.352012842,0.840566759,0.804709436,0.37624773,0.446654999,0.573628219,0.313632621,,1.087664712,0.165280129,1.479785852,0.875197469,0.123178624,0.23518753,0.190096784,0.530134397,0.653681311,0.29043599,1.487009339,0.226190803,1.529860301,0.40709742,0.257221343,0.434027695,0.770795717,0.31939854,0.3329343,0.479318213,0.282419731,0.936165639,0.374391167,0.342326305,0.135951739,0.824700637,0.299781622,0.3671615,,0.227048792,0.239312833,0.385052361,0.212191044,0.106115384,0.275457781,0.605832888,0.192836815,0.272436768,0.85162516,0.512754145,0.591554003,0.210554532,0.277096133,0.352474829,0.901147383,0.291037179,0.677677307,0.33044291,,,0.239550286,0.158715448,0.29643877,0.266417501,,0.522171209,0.435303774,1.182454223,0.122239297,0.939273576,0.818590313,0.198966676,0.509355826,0.15259524,0.306002582,0.201537801,0.286868695,,0.150959225,1.174093545,0.480379444,0.111686546,0.480249526,0.514762741,0.42491205,0.432549812,0.399942745,0.35449139,0.085770214,0.24299518,,0.321211914,1.601910982,,0.962594817,0.942614994,0.344794724,0.686932905,0.436971511,2.093188661
CO2 emissions (kg per 2015 US$ of GDP),2014,0.342698189,0.715504563,0.370190835,0.362204609,0.999507303,0.363289619,0.058272139,0.969722645,0.215183045,0.144822084,0.419785117,0.280955893,0.17998651,0.143835323,0.319753338,,0.353839721,0.560257133,0.222479053,0.178369583,0.323786392,0.121117865,0.322302394,0.910420843,0.698442471,0.649343906,0.970898971,0.304156457,0.421415746,0.694366497,0.193078816,,0.210063019,0.782889488,0.21347721,0.214379434,0.558720261,0.197892786,0.270845041,0.12685493,,0.466102888,0.430596226,0.596210713,0.276285706,,0.262770083,0.382655108,0.266897094,0.409909641,0.354717255,0.270648582,,0.234318454,,0.485432806,0.263214235,,0.489216361,0.273184659,0.328049765,0.206297132,0.336581465,0.811961214,0.777655304,0.370755073,0.433734555,0.590428314,0.314491225,,1.102304606,0.151561142,1.461811829,0.841717637,0.122070845,0.218600696,0.179701707,0.511494694,0.678752646,0.27813802,1.148512762,0.249992838,1.53188661,0.387739061,0.24035727,0.412484413,0.751259381,0.318891568,0.323043454,0.506060753,0.373364738,1.206742734,0.433082898,0.341055683,0.116587644,0.823926157,0.294045849,0.361686219,,0.232502115,0.239056391,0.390902516,0.199495218,0.104027607,0.304414455,0.562502146,0.186254242,0.261786885,0.885740778,0.51751638,0.59703807,0.210288208,0.289231245,0.353362593,0.835135137,0.286366809,0.62512543,0.324547861,,,0.234481433,0.160016815,0.303831386,0.255541496,,0.532172272,0.414877309,1.158915947,0.117716007,0.95393815,0.845234627,0.199761985,0.512962175,0.14844276,0.264858177,0.212720437,0.28800852,,0.139289142,1.000725359,0.478095701,0.112986043,0.477985456,0.51584258,0.391887411,0.49366206,0.360073947,0.310908763,0.080663632,0.245904746,,0.341991601,1.547928984,,0.90905961,0.890956046,0.295649832,0.671744837,0.587504174,1.850050657
CO2 emissions (kg per 2015 US$ of GDP),2015,0.362865786,0.708315019,0.366726054,0.375012481,0.98202168,0.358974645,0.05631721,0.891309131,0.214028133,0.085221399,0.475599389,0.276045336,0.192437168,0.133551444,0.335232346,,0.344156281,0.538030414,0.221085763,0.184190527,0.334543387,0.111357446,0.331491006,0.844460932,0.673971624,0.614178475,0.937714545,0.296473993,0.416861126,0.687026602,0.193258497,,0.21506475,0.628074327,0.201988473,0.213775998,0.502787114,0.182554897,0.269899694,0.127573323,,0.457834515,0.425207132,0.628567852,0.289857424,,0.286813958,0.425126938,0.268929623,0.416685093,0.347551994,0.273418229,,0.264623595,,0.485983099,0.256265508,,0.502302414,0.278401439,0.327189937,0.220910563,0.346589884,0.769632671,0.738490476,0.365044408,0.417807149,0.568101755,0.317471137,,1.025877141,0.12710883,1.467819057,0.798503461,0.117455916,0.218561568,0.183956857,0.499593388,0.65589676,0.265099546,1.036180125,0.257988944,1.537335602,0.356445981,0.248266254,0.414680171,0.776901507,0.317817024,0.615254781,0.541100707,0.38666586,1.05364999,0.481038664,0.329874572,0.118175935,0.783891323,0.280712187,0.364997014,,0.218052334,0.218540663,0.414424638,0.20556635,0.103794442,0.294990296,0.642208478,0.181289394,0.254216838,0.891004869,0.498486103,0.606721848,0.196146181,0.287421753,0.362187617,0.716329058,0.293217838,0.605890926,0.317349506,,,0.250016968,0.175842547,0.293715921,0.247043738,,0.526841371,0.412147479,1.168008958,0.126457926,0.899943118,0.844217006,0.226619689,0.522397855,0.147506866,0.232508372,0.255054683,0.29855484,,0.121124649,1.145101815,0.454460653,0.16414675,0.454382498,0.498056305,0.391057474,0.531403326,0.345932447,0.304812345,0.077449628,0.250021801,,0.359199335,1.533889222,,0.843634878,0.859756775,0.321325326,0.669962167,0.592980761,1.781511425
CO2 emissions (kg per 2015 US$ of GDP),2016,0.347429286,0.690079798,0.354923419,0.388259323,0.942331417,0.354224067,0.055988382,0.834316396,0.195382169,0.062356314,0.518245287,0.27877501,0.218313465,0.136171226,0.310301399,,0.340239085,0.534210953,0.217671066,0.152274177,0.328425779,0.113089789,0.324008662,0.794948476,0.655304276,0.588515563,0.933817588,0.292060475,0.405736766,0.685008634,0.189712304,,0.201422641,0.673660105,0.215714382,0.21036096,0.497895642,0.189526968,0.249864631,0.127269574,,0.46063918,0.434740796,0.637731453,0.284795936,,0.287970491,0.422218566,0.273818085,0.48491191,0.343288287,0.26820291,,0.273321047,,0.557889783,0.249701525,,0.476897029,0.281062145,0.32116812,0.222540528,0.345881798,0.738666641,0.71141107,0.38013008,0.436339099,0.535267128,0.33086696,,0.96398379,0.131068067,1.366997012,0.755033494,0.087694611,0.205695579,0.179179685,0.524851511,0.628358516,0.260106196,1.08614585,0.264250487,1.388629432,0.334556794,0.245915986,0.407857331,0.774780416,0.312387249,1.01701333,0.547378338,0.440017551,1.014661932,0.413828057,0.323588944,0.129478838,0.736008871,0.271370463,0.366170118,,0.20471672,0.228463695,0.405638401,0.202593351,0.100790337,0.438795201,0.574998077,0.168722699,0.248260895,0.873186875,0.494981549,0.634352274,0.187637786,0.288182631,0.368184033,0.74190681,0.2863026,0.610343411,0.32346731,,,0.239381616,0.190497715,0.280991027,0.240433535,,0.522308342,0.391246483,1.150348229,0.126794744,0.859492964,0.818949032,0.244543384,0.535998144,0.140930695,0.215926749,0.25891805,0.296467182,,0.113018591,1.137996975,0.455126124,,0.455067901,0.491789774,0.390912729,0.606224569,0.347546313,0.312543316,0.075046586,0.271769429,,0.386746161,1.588159635,,0.793963301,0.855225609,0.384439231,0.645454842,0.621646695,1.685446755
CO2 emissions (kg per 2015 US$ of GDP),2017,0.295422487,0.68760694,0.343827629,0.393568546,0.909935491,0.35075067,0.053888387,0.798185928,0.200299662,0.070640084,0.533036872,0.249180437,0.269255259,0.133422529,0.29430033,,0.328118891,0.510677912,0.207749463,0.147288454,0.319136265,0.103275419,0.296443966,0.765851066,0.650048368,0.573426674,0.918466264,0.28702583,0.38397461,0.682972698,0.185138817,,0.208580244,0.671456325,0.205086231,0.206295394,0.480961353,0.172873401,0.263386059,0.125959209,,0.447386845,0.362270889,0.614070501,0.274063857,,0.308997338,0.408972469,0.259872212,0.473416306,0.339309833,0.266154322,,0.251149349,,0.536764589,0.242393438,,0.410333988,0.27796274,0.320343419,0.214619717,0.37070383,0.719331424,0.694549168,0.389333491,0.444393767,0.542509401,0.342253211,,0.949337648,0.116292534,1.372389725,0.83974323,0.086122476,0.199295591,0.174045338,0.497332809,0.645221363,0.252738221,1.107378981,0.264856532,1.293368075,0.428167846,0.24428903,0.40226134,0.804214653,0.303410604,1.154559549,0.570151718,0.389690139,0.819306969,0.513592547,0.322044656,0.141901274,0.675864899,0.262150776,0.376386321,,0.176805333,0.221859196,0.388987256,0.193399554,0.097363983,0.497522375,0.653350436,0.172080904,0.241666413,0.863734544,0.494448889,0.666540622,0.169094336,0.268317638,0.380095784,0.792428192,0.274142824,0.605614217,0.328064637,,,0.253012731,0.200159102,0.286974561,0.232807259,,0.532718329,0.3748567,1.146279689,0.133415881,0.852307722,0.80275716,0.243683897,0.482681652,0.141861903,0.207305907,0.238722642,0.258200595,,0.110508456,1.131489529,0.44987022,,0.449810243,0.489822067,0.393095702,0.493741008,0.359908308,0.302918057,0.072178666,0.263936633,,0.37966381,1.685686175,,0.763226738,0.840167441,0.322576286,0.617769193,0.71359374,1.57744458
